time,n,URef,J,KT,10KQ,eta0
0.0208387,2.515000e+01,-5.111296e+00,8.938085e-01,2.189835e-01,5.253035e-01,5.930153e-01
0.020871,2.515000e+01,-5.111252e+00,8.938006e-01,2.188524e-01,5.260594e-01,5.918036e-01
0.0209032,2.515000e+01,-5.111207e+00,8.937936e-01,2.190203e-01,5.262164e-01,5.920757e-01
0.0209355,2.515000e+01,-5.111140e+00,8.937813e-01,2.187388e-01,5.263784e-01,5.911248e-01
0.0209677,2.515000e+01,-5.111068e+00,8.937690e-01,2.189049e-01,5.263398e-01,5.916090e-01
0.021,2.515000e+01,-5.111028e+00,8.937619e-01,2.194862e-01,5.255858e-01,5.940260e-01
0.0210323,2.515000e+01,-5.110997e+00,8.937567e-01,2.200366e-01,5.259615e-01,5.950866e-01
0.0210645,2.515000e+01,-5.110952e+00,8.937487e-01,2.200724e-01,5.264974e-01,5.945724e-01
0.0210968,2.515000e+01,-5.110866e+00,8.937338e-01,2.191783e-01,5.266072e-01,5.920234e-01
0.021129,2.515000e+01,-5.110759e+00,8.937153e-01,2.186735e-01,5.259890e-01,5.913420e-01
0.0211613,2.515000e+01,-5.110661e+00,8.936977e-01,2.190041e-01,5.259404e-01,5.922792e-01
0.0211935,2.515000e+01,-5.110574e+00,8.936828e-01,2.197344e-01,5.266557e-01,5.934371e-01
0.0212258,2.515000e+01,-5.110475e+00,8.936652e-01,2.198933e-01,5.272348e-01,5.932023e-01
0.0212581,2.515000e+01,-5.110357e+00,8.936441e-01,2.196177e-01,5.270368e-01,5.926679e-01
0.0212903,2.515000e+01,-5.110224e+00,8.936212e-01,2.194688e-01,5.269468e-01,5.923515e-01
0.0213226,2.515000e+01,-5.110082e+00,8.935966e-01,2.195344e-01,5.273554e-01,5.920533e-01
0.0213548,2.515000e+01,-5.109945e+00,8.935728e-01,2.197566e-01,5.270995e-01,5.929245e-01
0.0213871,2.515000e+01,-5.109805e+00,8.935482e-01,2.199239e-01,5.273622e-01,5.930637e-01
0.0214194,2.515000e+01,-5.109650e+00,8.935209e-01,2.197060e-01,5.273012e-01,5.925270e-01
0.0214516,2.515000e+01,-5.109485e+00,8.934919e-01,2.194512e-01,5.270379e-01,5.921162e-01
0.0214839,2.515000e+01,-5.109315e+00,8.934620e-01,2.191657e-01,5.265435e-01,5.918816e-01
0.0215161,2.515000e+01,-5.109151e+00,8.934338e-01,2.194809e-01,5.268773e-01,5.923383e-01
0.0215484,2.515000e+01,-5.108985e+00,8.934048e-01,2.197980e-01,5.276787e-01,5.922739e-01
0.0215806,2.515000e+01,-5.108805e+00,8.933731e-01,2.199219e-01,5.281757e-01,5.920295e-01
0.0216129,2.515000e+01,-5.108613e+00,8.933397e-01,2.196723e-01,5.279019e-01,5.916418e-01
0.0216452,2.515000e+01,-5.108423e+00,8.933063e-01,2.195564e-01,5.276913e-01,5.915437e-01
0.0216774,2.515000e+01,-5.108257e+00,8.932773e-01,2.200122e-01,5.272769e-01,5.932184e-01
0.0217097,2.515000e+01,-5.108110e+00,8.932518e-01,2.203442e-01,5.270595e-01,5.943410e-01
0.0217419,2.515000e+01,-5.107963e+00,8.932263e-01,2.204781e-01,5.272685e-01,5.944497e-01
0.0217742,2.515000e+01,-5.107791e+00,8.931955e-01,2.201195e-01,5.278019e-01,5.928632e-01
0.0218065,2.515000e+01,-5.107605e+00,8.931629e-01,2.198210e-01,5.278514e-01,5.919820e-01
0.0218387,2.515000e+01,-5.107423e+00,8.931313e-01,2.199494e-01,5.279430e-01,5.922042e-01
0.021871,2.515000e+01,-5.107245e+00,8.931005e-01,2.198775e-01,5.277034e-01,5.922581e-01
0.0219032,2.515000e+01,-5.107061e+00,8.930679e-01,2.199573e-01,5.283463e-01,5.917312e-01
0.0219355,2.515000e+01,-5.106878e+00,8.930363e-01,2.198927e-01,5.282141e-01,5.916843e-01
0.0219677,2.515000e+01,-5.106689e+00,8.930028e-01,2.197439e-01,5.283547e-01,5.911047e-01
0.022,2.515000e+01,-5.106513e+00,8.929721e-01,2.198906e-01,5.280525e-01,5.918173e-01
0.0220323,2.515000e+01,-5.106353e+00,8.929448e-01,2.198669e-01,5.273875e-01,5.924813e-01
0.0220645,2.515000e+01,-5.106196e+00,8.929166e-01,2.198614e-01,5.273533e-01,5.924868e-01
0.0220968,2.515000e+01,-5.106029e+00,8.928876e-01,2.197816e-01,5.277713e-01,5.917831e-01
0.022129,2.515000e+01,-5.105846e+00,8.928559e-01,2.195612e-01,5.283758e-01,5.904919e-01
0.0221613,2.515000e+01,-5.105667e+00,8.928243e-01,2.198468e-01,5.290086e-01,5.905323e-01
0.0221935,2.515000e+01,-5.105496e+00,8.927944e-01,2.198254e-01,5.288570e-01,5.906243e-01
