time,n,U_aval,J,KT,10KQ,eta0,tours,angle_deg
214,2.51500000e+01,-5.09933703e+00,8.743465e-01,2.213274e-01,5.195093e-01,5.928510e-01,,
215,2.51500000e+01,-5.09934011e+00,8.743465e-01,2.213303e-01,5.195174e-01,5.928495e-01,,
216,2.51500000e+01,-5.09934546e+00,8.743465e-01,2.213035e-01,5.194960e-01,5.928023e-01,,
217,2.51500000e+01,-5.09934607e+00,8.743465e-01,2.212905e-01,5.194809e-01,5.927844e-01,,
218,2.51500000e+01,-5.09934312e+00,8.743465e-01,2.213058e-01,5.194949e-01,5.928096e-01,,
219,2.51500000e+01,-5.09933854e+00,8.743465e-01,2.213264e-01,5.195161e-01,5.928406e-01,,
220,2.51500000e+01,-5.09934218e+00,8.743465e-01,2.213196e-01,5.195092e-01,5.928304e-01,,
221,2.51500000e+01,-5.09934393e+00,8.743465e-01,2.213036e-01,5.194873e-01,5.928123e-01,,
222,2.51500000e+01,-5.09934082e+00,8.743465e-01,2.213008e-01,5.194814e-01,5.928114e-01,,
223,2.51500000e+01,-5.09933382e+00,8.743465e-01,2.213187e-01,5.195020e-01,5.928360e-01,,
224,2.51500000e+01,-5.09933564e+00,8.743465e-01,2.213278e-01,5.195160e-01,5.928444e-01,,
225,2.51500000e+01,-5.09934092e+00,8.743465e-01,2.213059e-01,5.194977e-01,5.928066e-01,,
226,2.51500000e+01,-5.09934538e+00,8.743465e-01,2.212901e-01,5.194797e-01,5.927848e-01,,
227,2.51500000e+01,-5.09934173e+00,8.743465e-01,2.213002e-01,5.194838e-01,5.928073e-01,,
228,2.51500000e+01,-5.09933378e+00,8.743465e-01,2.213275e-01,5.195070e-01,5.928539e-01,,
229,2.51500000e+01,-5.09933664e+00,8.743465e-01,2.213287e-01,5.195106e-01,5.928530e-01,,
230,2.51500000e+01,-5.09934087e+00,8.743465e-01,2.213026e-01,5.194880e-01,5.928088e-01,,
231,2.51500000e+01,-5.09934087e+00,8.743465e-01,2.212889e-01,5.194745e-01,5.927875e-01,,
232,2.51500000e+01,-5.09933693e+00,8.743465e-01,2.213056e-01,5.194901e-01,5.928144e-01,,
233,2.51500000e+01,-5.09933364e+00,8.743465e-01,2.213235e-01,5.195102e-01,5.928395e-01,,
234,2.51500000e+01,-5.09934167e+00,8.743465e-01,2.213184e-01,5.195080e-01,5.928284e-01,,
235,2.51500000e+01,-5.09934562e+00,8.743465e-01,2.212966e-01,5.194801e-01,5.928018e-01,,
236,2.51500000e+01,-5.09934330e+00,8.743465e-01,2.212984e-01,5.194765e-01,5.928109e-01,,
237,2.51500000e+01,-5.09933559e+00,8.743465e-01,2.213166e-01,5.194962e-01,5.928371e-01,,
238,2.51500000e+01,-5.09933833e+00,8.743465e-01,2.213233e-01,5.195094e-01,5.928400e-01,,
239,2.51500000e+01,-5.09934387e+00,8.743465e-01,2.213009e-01,5.194906e-01,5.928014e-01,,
240,2.51500000e+01,-5.09934776e+00,8.743465e-01,2.212850e-01,5.194737e-01,5.927780e-01,,
241,2.51500000e+01,-5.09934481e+00,8.743465e-01,2.212973e-01,5.194818e-01,5.928019e-01,,
242,2.51500000e+01,-5.09933921e+00,8.743465e-01,2.213236e-01,5.195055e-01,5.928451e-01,,
243,2.51500000e+01,-5.09934236e+00,8.743465e-01,2.213240e-01,5.195062e-01,5.928455e-01,,
244,2.51500000e+01,-5.09934581e+00,8.743465e-01,2.213010e-01,5.194841e-01,5.928090e-01,,
245,2.51500000e+01,-5.09934456e+00,8.743465e-01,2.212891e-01,5.194732e-01,5.927895e-01,,
246,2.51500000e+01,-5.09933924e+00,8.743465e-01,2.213069e-01,5.194912e-01,5.928168e-01,,
247,2.51500000e+01,-5.09933683e+00,8.743465e-01,2.213241e-01,5.195114e-01,5.928397e-01,,
248,2.51500000e+01,-5.09934423e+00,8.743465e-01,2.213159e-01,5.195060e-01,5.928239e-01,,
249,2.51500000e+01,-5.09934773e+00,8.743465e-01,2.212947e-01,5.194799e-01,5.927971e-01,,
250,2.51500000e+01,-5.09934455e+00,8.743465e-01,2.213032e-01,5.194809e-01,5.928185e-01,,
251,2.51500000e+01,-5.09933571e+00,8.743465e-01,2.213225e-01,5.195000e-01,5.928485e-01,,
